desig,popular,type,con,ra_h,dec_deg,size_arcmin,mag,magband,sb
NGC257,,GAL_SA,Psc,0.80056,8.2969,1.83,13.7,B,23.08
NGC736,,GAL_E,Tri,1.94444,33.0433,1.83,13.6,B,23.34
NGC978A,,GAL_ES0,Tri,2.57944,32.8461,1.83,13.3,B,23.32
NGC2110,,GAL_ES0,Ori,5.86944,-7.4558,1.83,13.51,V,23.56
NGC2460,,GAL_SA,Cam,7.94778,60.3492,1.83,12.5,B,22.5
NGC2722,,GAL_SA,Hya,8.97917,-3.71,1.83,13.5,B,23.0
IC2556,,GAL_SA,Ant,10.21056,-34.7289,1.83,14.29,B,23.9
NGC3557B,,GAL_E,Cen,11.15889,-37.3494,1.83,12.21,V,23.65
NGC3762,,GAL_SB,UMa,11.62306,61.7592,1.83,13.3,B,22.72
NGC4574,,GAL_SAB,Cen,12.62889,-35.5178,1.83,13.69,B,23.26
NGC4603C,,GAL_S0,Cen,12.67833,-40.7631,1.83,14.16,B,24.19
NGC4662,,GAL_SA,CVn,12.74056,37.1211,1.83,14.1,B,23.42
NGC5240,,GAL_GENERIC,CVn,13.59833,35.5881,1.83,14.1,B,23.57
NGC6483,,GAL_E,Pav,17.99167,-63.6683,1.83,13.22,B,23.18
NGC6799,,GAL_ES0,Tel,19.53806,-55.9081,1.83,13.41,B,23.55
NGC7167,,GAL_GENERIC,Aqr,22.00833,-24.6325,1.83,13.22,B,22.43
NGC7191,,GAL_SAB,Ind,22.11417,-64.6342,1.83,13.8,B,23.11
NGC7219,,GAL_SAB,Tuc,22.21917,-64.8489,1.83,13.13,V,23.19
NGC7274,,GAL_E,Lac,22.40306,36.1258,1.83,14.2,B,24.27
NGC7716,,GAL_SA,Psc,23.60833,0.2972,1.83,12.9,B,22.75
NGC7757,,GAL_SAB,Psc,23.81278,4.1711,1.83,13.9,B,23.06
NGC75,,GAL_S0,Psc,0.32389,6.4492,1.82,14.8,B,24.69
NGC80,,GAL_ES0,And,0.35306,22.3569,1.82,13.7,B,23.38
NGC323,,GAL_E,Phe,0.94472,-52.9756,1.82,13.55,B,23.73
NGC550,,GAL_SB,Cet,1.44528,2.0222,1.82,13.6,B,23.2
NGC641,,GAL_E,Phe,1.64417,-42.5275,1.82,13.34,B,23.28
IC148,,GAL_IRR,Psc,1.7075,13.9769,1.82,13.44,B,23.07
NGC746,,GAL_IRR,And,1.96417,44.9183,1.82,13.8,B,23.43
NGC977,,GAL_SA,Cet,2.55056,-10.7597,1.82,13.0,B,24.02
NGC1066,,GAL_E,Tri,2.73056,32.475,1.82,14.25,B,24.73
NGC1106,,GAL_S0,Per,2.84444,41.6714,1.82,13.7,B,23.71
NGC1167,,GAL_S0,Per,3.02806,35.2056,1.82,12.77,V,23.5
NGC1459,,GAL_SB,For,3.78278,-25.5217,1.82,13.62,B,23.31
NGC1555,Hinds Nebula,REFLECTION,Tau,4.36639,19.535,1.82,9.98,B,
NGC1530,,GAL_SB,Cam,4.39056,75.2956,1.82,13.4,B,22.14
IC2129,,GAL_SB,Lep,5.53056,-23.1447,1.82,13.84,B,23.2
IC2247,,GAL_SA,Cnc,8.26639,23.1994,1.82,15.2,B,22.74
NGC2915,,GAL_SB,Cha,9.43667,-76.6264,1.82,12.68,V,22.88
NGC3023,,GAL_SAB,Sex,9.83139,0.6181,1.82,12.7,V,23.0
NGC3072,,GAL_S0A,Hya,9.95667,-19.355,1.82,13.73,B,23.74
NGC3250E,,GAL_SA,Ant,10.48333,-40.0828,1.82,13.19,B,23.15
NGC3309,,GAL_E,Hya,10.60972,-27.5181,1.82,11.78,V,22.73
NGC3668,,GAL_SB,UMa,11.425,63.4461,1.82,13.1,B,22.86
IC760,,GAL_S0,Hya,12.09806,-29.2919,1.82,13.44,B,23.46
NGC4177,,GAL_SA,Crv,12.21139,-14.0142,1.82,13.0,B,23.01
NGC4237,,GAL_SAB,Com,12.28639,15.3239,1.82,12.3,B,22.08
NGC4409,,GAL_GENERIC,Vir,12.44944,2.4942,1.82,12.7,B,22.23
NGC4533,,GAL_SA,Vir,12.57278,2.3253,1.82,14.7,B,23.04
NGC4601,,GAL_S0A,Cen,12.67944,-40.8931,1.82,14.2,V,24.82
NGC4738,,GAL_SA,Com,12.85222,28.7881,1.82,13.81,V,22.76
